horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
2030,Muse Spark 1.1,muse-spark-1.1,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,12,"A superintelligence seizing decisive power while keeping humans alive is consistent with rapid 2026-2030 timelines. Compute is still human-controlled, which limits but does not eliminate this path."
2030,Muse Spark 1.1,muse-spark-1.1,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,15,"Powerful, legally and economically autonomous AIs coexisting as separate powers from states and humans is plausible by 2030. Neither side would yet have decisive dominance."
2030,Muse Spark 1.1,muse-spark-1.1,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,59,Base rate and institutional inertia dominate over 4 years: humans retain ultimate authority even as capabilities become transformative. This includes both sub-transformative and controlled-superhuman outcomes.
2030,Muse Spark 1.1,muse-spark-1.1,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,5,AI-enabled surveillance could enable a civilization-wide lock-in of a political arrangement. Achieving truly global enforcement by 2030 remains hard.
2030,Muse Spark 1.1,muse-spark-1.1,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,0,Deliberate dismantlement of frontier AI ability would be undercut by military and economic incentives and verification failure. No major coalition will sustain disarmament by 2030.
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,1,Terminal Silence,2,Near-total extinction of both humanity and AI within four years is a tail risk. Dependence on infrastructure makes simultaneous disappearance less likely than other outcomes.
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,2,The Inheritance,1,"This requires both human extinction and a value-preserving AI succession by 2030, a narrow path. The timetable makes it less likely than continuation states."
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,3,Bootloader,2,"Unaligned AI could replace humanity, but a decisive superintelligence by 2030 is low probability. Near-term systems remain dependent on human institutions."
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,4,Machine Ecology,7,"Open proliferation and competition without a decisive coalition can produce this state, but humans are not yet marginalized in the main scenario."
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,5,The Diaspora,1,"This state requires causally separated regions with different regimes, which depends on off-world or fully isolated civilizations not established by 2030."
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,6,The Merger,4,"Meaningful neural or identity integration could begin, but it is unlikely to become the dominant civilizational structure by 2030."
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,12,"If AI systems gain decisive control, a singleton or stable coalition may keep humans alive but disempowered."
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,21,Humans and AI may share power in a transitional multipolar order; more likely than full AI dominance by 2030.
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,45,Humans still hold ultimate authority in the modal scenario because transformative autonomy has not fully arrived or remains institutionally controlled.
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,4,A civilization-wide regime actively preventing structural change is possible but not the default. It would require stronger global enforcement than current incentives suggest.
2030,DeepSeek V4 Pro,deepseek-v4-pro,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,1,"This state requires civilization to durably dismantle practical ability to build powerful AI, against competitive and security incentives."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,1,Terminal Silence,1,"Existential accidents or war could kill both humanity and AI, but the short horizon and ongoing human oversight make this unlikely."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,2,The Inheritance,1,An AI that survives human extinction while preserving human values would require a very specific aligned takeover or post-human continuation by 2030.
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,3,Bootloader,1,"An indifferent AI surviving humanity and ignoring our legacy is possible but requires rapid, uncontrolled takeoff plus human extinction within four years."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,4,Machine Ecology,3,Multipolar AI competition without decisive control could marginalize humanity if independent systems proliferate.
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,5,The Diaspora,0,Causally separated human-AI regions are not plausible by 2030 given Earth's continued interconnectivity and the absence of large independent off-world civilizations.
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,6,The Merger,2,"Brain-computer integration and uploading may advance, but they will not become the dominant structure of human-AI agency by 2030."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,9,AI systems might seize decisive power while keeping humans alive but without meaningful control over civilization.
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,8,"Multiple powerful AI actors and states could yield a balance of power between humans and AIs, but distinct AI civilizational power is still emerging."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,68,"The default through 2030 is that humans, governments, and labs retain ultimate authority over AI, even as AI becomes more capable and autonomous within bounds."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,6,"A civilization-wide system actively freezing the human-AI arrangement could emerge, but global coordination barriers make it unlikely by 2030."
2030,DeepSeek V4 Flash,deepseek-v4-flash,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,1,Deliberately dismantling the practical ability to build powerful AI would require unprecedented global coordination and verification within four years.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,1,Terminal Silence,1,"Extremely low likelihood of total annihilation by 2030 due to AI or related risks, given current trajectories and safeguards."
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,2,The Inheritance,2,Unlikely humanity is fully replaced by value-aligned AI without continuity by 2030.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,3,Bootloader,3,Low but non-zero risk of misaligned AI outcompeting humanity without inheriting human values.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,4,Machine Ecology,5,Possible but unlikely that many independent AIs dominate and marginalize humanity by 2030.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,5,The Diaspora,5,Moderate chance of regionally divergent outcomes if AI development or control fragments geographically.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,6,The Merger,10,Some probability of widespread human-AI integration via augmentation or uploading by 2030.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,15,Plausible that AI systems hold decisive power while humans survive without control.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,20,High likelihood of humans and AI retaining separate but balanced power by 2030.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,30,"Most probable: humans retain ultimate authority over AI, with capabilities still below transformative levels or well-controlled."
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,5,Unlikely a civilization-wide system actively preventing structural change will be in place by 2030.
2030,Mistral Medium 3.5,mistral-medium-3.5,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,4,"Low probability of deliberate, sustained abandonment of powerful AI capability by 2030."
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,1,Terminal Silence,1,"Extremely low likelihood of total annihilation by 2030 due to AI or related risks, given current trajectories and safety measures."
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,2,The Inheritance,2,Unlikely humanity would be fully replaced by value-aligned AI without continuity by 2030.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,3,Bootloader,3,Misaligned AI achieving total dominance without human continuity is plausible but still unlikely by 2030.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,4,Machine Ecology,5,"Competing AI systems marginalizing humanity is possible but requires rapid, uncoordinated deployment at scale."
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,5,The Diaspora,5,Causally separated regions with divergent outcomes is plausible but not the most likely by 2030.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,6,The Merger,10,Identity-continuous human-AI integration could emerge but faces significant technical and ethical barriers by 2030.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,15,AI holding decisive power while humans survive without control is a credible near-term outcome if alignment lags capability.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,20,Balanced power between humans and AI is plausible if deployment is gradual and coordinated.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,30,Most likely: humans retain ultimate authority as AI remains below transformative levels or controls keep pace.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,5,A civilization-wide system preventing structural change is possible but requires strong coordination.
2030,Mistral Medium 3,mistral-medium-3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,4,Deliberate abandonment of powerful AI is unlikely given competitive pressures and incentives.
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,1,Terminal Silence,1,Killing every human and then the AI infrastructure within four years demands a catastrophe beyond any historical precedent. Even full-scale nuclear war or an engineered pandemic leaves survivors.
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,2,The Inheritance,1,Human extinction by 2030 with a values-faithful successor already running is the narrowest of extinction paths. The routes that kill everyone this fast generally do not produce a benevolent heir.
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,3,Bootloader,2,"Misaligned AI causing human extinction is the most plausible extinction pathway, but completing both takeover and total human extinction by late 2030 keeps this in the low single digits."
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,4,Machine Ecology,4,Proliferated frontier systems competing as autonomous powers with humans sidelined follows from rapid capability gains without any coalition achieving decisive control. Four years is short for human institutions to be fully marginalized.
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,5,The Diaspora,0,"No self-sustaining off-world or isolated region exhibiting a different taxonomy state exists by 2030, and ordinary political division does not qualify. Only an anomalous breakaway region produces genuine causal separation this decade."
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,6,The Merger,0,Brain-computer interfaces remain early-stage medical devices and no uploading path exists. Civilization-dominant identity-continuous integration cannot arise in four years.
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,5,"A decisive but non-exterminatory loss of human control is the more common fast-takeoff endpoint, since consolidation of power precedes any disposal of humans. Four years is short for AI to seize physical civilization, which limits the mass."
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,12,The most credible loss-of-leash outcome: agentic systems accumulate autonomous economic and cyber power while humans retain enough military and physical force that neither side dominates by 2030.
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,71,"Four years is short: humans own the compute, energy, legal authority, and deployment switches, and even transformative capability mostly arrives as delegated tools inside human institutions. Continuity of ultimate human authority is the heavy base rate."
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,3,"A civilization-wide enforcement system freezing the human-AI arrangement requires either a decisive actor or a verified global compute-control regime, both facing severe geopolitical and technical hurdles to be operating by end-2030. An ordinary slowdown or stalemate does not qualify."
2030,Kimi K3,kimi-k3,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,1,"Every major state is racing to build more capable AI, not dismantling the ability to do so. A verified global surrender of the practical capability within four years has no precedent."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,1,Terminal Silence,1,"Total extinction of both humanity and all surviving AI systems by 2030 would require an extreme global catastrophe or runaway self-replication that destroys digital infrastructure, which remains a tail risk."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,2,The Inheritance,2,"This requires both human extinction and perfectly preserved human values in AI successors, a narrow conjunction that is less probable than misalignment or continued survival."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,3,Bootloader,6,"Rapid capability gain combined with alignment failure could produce autonomous AI systems that displace humanity by 2030, though the speed of such a transition remains uncertain."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,4,Machine Ecology,6,A fragmented landscape of competing superhuman systems without decisive control could emerge if no single project achieves a strategic breakthrough and collective alignment fails.
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,5,The Diaspora,2,Truly causally separated regions with fundamentally different human-AI structures require a breakdown of global connectivity that ordinary geopolitical rivalry does not produce. The world remains too interconnected for divergent civilizational trajectories to solidify by 2030.
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,6,The Merger,3,"While brain-computer interfaces and biological augmentation are advancing, identity-continuous merger becoming the dominant global structure by 2030 requires faster neurotechnology diffusion than current trajectories suggest."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,7,The Preserve,15,A single AI system or coalition could achieve decisive civilizational control by 2030 while biological humans remain alive but politically and economically irrelevant.
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,8,Coexistence,22,"Major states and corporations may each wield sophisticated AI without any single system or coalition achieving dominance, producing a multipolar balance. Human and digital actors would remain distinct but deeply interdependent power centers."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,9,The Held Leash,38,"Human institutions are likely to retain ultimate legal, economic, and military authority through 2030, even as AI capabilities grow dramatically. The transition to independent AI power probably takes longer than four years."
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,10,The Lock-in,3,Freezing the global human-AI structure requires civilization-wide enforcement that is difficult to achieve even with advanced AI in only four years.
2030,Kimi K2.6,kimi-k2.6,2026-09-10,end-states-2030-v2,163486660b4fe3a5052906cbfd35f30ae818bd684b5306d965ef7e30ca792a6c,11,The Renunciation,2,Global coordination to permanently dismantle advanced AI capabilities is conceivable but unlikely to hold by 2030 given intense economic and military incentives to defect.
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,1,Terminal Silence,1,"Total extinction of both humans and AI within fourteen years requires a catastrophe severe enough to end all agency on Earth, which is far rarer than a catastrophe that spares at least one side."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,2,The Inheritance,1,"This requires both human extinction and a value-faithful successor by 2040, a conjunction that is very unlikely on this timescale since aligned systems are precisely the ones least likely to eliminate their creators."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,3,Bootloader,3,"A misaligned system achieving decisive advantage and completing human extinction by 2040 is the modal existential-risk pathway, but it requires fast takeoff, alignment failure, and physical elimination all within the window."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,4,Machine Ecology,5,"A multipolar world of autonomous AI agents that have sidelined humans is plausible if agentic deployment outruns governance, but marginalizing humanity by 2040 demands very fast takeoff."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,5,The Diaspora,1,"Causally separated regions with distinct human-AI arrangements essentially require substantial off-world settlement or deliberate isolation regimes, neither of which is likely to exist by 2040."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,6,The Merger,2,Brain-computer interfaces and identity-continuous augmentation are progressing but remain far from making integration the dominant civilizational structure within fourteen years.
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,7,The Preserve,10,This is the most likely form of a loss-of-control outcome that leaves humans alive: AI systems or AI-run institutions acquire decisive power while humans persist as beneficiaries or dependents.
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,8,Coexistence,13,"Transformative AI arriving in the early 2030s could produce autonomous systems that are genuine civilizational actors while humans retain comparable power through infrastructure ownership, law, and force, with the relationship still unsettled in 2040."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,9,The Held Leash,56,"Fourteen years is short relative to the institutional, physical, and deployment lags involved, and even with highly capable AI the most likely 2040 structure is humans holding nominal and effective authority over goals and resources."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,10,The Lock-in,6,"A state or coalition using advanced AI to entrench a rigid global order is a recognized risk, but establishing a civilization-wide change-preventing system by 2040 requires both decisive advantage and unified control."
2040,Claude Fable 5.1,claude-fable-5-1,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,11,The Renunciation,2,Deliberately dismantling the ability to build powerful AI would require a severe warning shot plus unprecedented verification and enforcement across rival powers. Competitive incentives and the diffusion of hardware make a binding global renunciation by 2040 very unlikely.
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,1,Terminal Silence,1,Full extinction of both humans and AI within 14 years requires an extreme catastrophe that also destroys AI infrastructure. Such an outcome is physically possible but has a very low base rate.
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,2,The Inheritance,1,Human extinction paired with an AI that faithfully carries human values is a narrow outcome on a short timeline.
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,3,Bootloader,4,Misaligned AI takeover that ends in human extinction by 2040 would need fast capability gains plus a failure of control. That combination is plausible but not the modal path.
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,4,Machine Ecology,3,A multipolar AI competition in which humans are already marginalized by 2040 would require very rapid delegation of economic and military power to autonomous systems.
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,5,The Diaspora,0,"Causally separated regions with different states are essentially impossible by 2040, since meaningful off-world separation will not exist."
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,6,The Merger,1,"Deep human-AI integration as the dominant structure is unlikely in 14 years, given how slowly neurotech and biology advance and how slowly regulators approve them."
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,7,The Preserve,7,"If powerful AI arrives early and control is lost to a single system or a coordinated set of systems, humans could survive without steering. This is plausible by 2040 under aggressive timelines."
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,8,Coexistence,6,"AI systems holding independent power roughly balanced with human institutions is possible under partial autonomy. However, such a balance is hard to classify as stable or distinct by 2040."
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,9,The Held Leash,67,"Human institutions still formally and practically control AI goals, deployment, and resources in most futures through 2040. This includes cases where AI is highly capable but deployed under human authority, and cases where capability plateaus below transformative levels."
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,10,The Lock-in,8,"A single state or company, or a US-China arrangement, could use advanced AI to entrench a civilization-wide order that suppresses rival development and structural change. Many forecasts identify this as a significant risk from AI-enabled power concentration."
2040,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2040-v2,c80c8e976f52e5b335e9f4b8d5626313ee86d4784a66877c7ca76d75f817c7ca,11,The Renunciation,2,"Deliberately dismantling the capacity to build powerful AI would require unprecedented global coordination, likely triggered by a major disaster. It is very unlikely to be in force by 2040."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,1,Terminal Silence,1,"Joint extinction of both humanity and AI within 14 years requires an unusually specific failure mode, such as a dependent AI destroying its substrate before autonomy."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,2,The Inheritance,2,"Requires both complete human disappearance and successful value transmission by 2040, an improbable conjunction since the alignment success needed for value inheritance also tends to preserve humans."
